Analysts,Units,Method,TStartVid,TEndVid,TStartAnalyst,TEndAnalyst,OldTStartVid,OldTEndVid,OldTStartAnalyst,OldTEndAnalyst
Rogoff & Dayton ,Unit 39,PLAY,49,50,1939,1940,0:00:49,0:00:50,0:32:19,0:32:20
Rogoff & Dayton ,Unit 40,STILL,50,50,1940,1952,0:00:50,0:00:50,0:32:20,0:32:32
Rogoff & Dayton ,Unit 41,FREV,50,37,1952,1959,0:00:50,0:00:37,0:32:32,0:32:39
Rogoff & Dayton ,Unit 42,STILL,37,37,1959,1962,0:00:37,0:00:37,0:32:39,0:32:42
Rogoff & Dayton ,Unit 43,PLAY,37,52,1962,1977,0:00:37,0:00:52,0:32:42,0:32:57
Rogoff & Dayton ,Unit 44,STILL,52,52,1977,1981,0:00:52,0:00:52,0:32:57,0:33:01
Rogoff & Dayton ,Unit 45,FREV,52,31,1981,1985,0:00:52,0:00:31,0:33:01,0:33:05
Rogoff & Dayton ,Unit 46,PLAY,31,52,1985,2006,0:00:31,0:00:52,0:33:05,0:33:26
Rogoff & Dayton ,Unit 47,FREV,52,38,2006,2013,0:00:52,0:00:38,0:33:26,0:33:33
Rogoff & Dayton ,Unit 48,STILL,38,38,2013,2060,0:00:38,0:00:38,0:33:33,0:34:20
Rogoff & Dayton ,Unit 49,FREV,38,0,2060,2075,0:00:38,0:00:00,0:34:20,0:34:35
Rogoff & Dayton ,Unit 50,FFW,0,112,2075,2078,0:00:00,0:01:52,0:34:35,0:34:38
Rogoff & Dayton ,Unit 51,STILL,112,112,2078,2084,0:01:52,0:01:52,0:34:38,0:34:44
Rogoff & Dayton ,Unit 52,FREV,112,0,2084,2088,0:01:52,0:00:00,0:34:44,0:34:48
Rogoff & Dayton ,Unit 53,STILL,0,0,2088,2313,0:00:00,0:00:00,0:34:48,0:38:33
Rogoff & Dayton ,Unit 54,FFW,0,26,2313,2316,0:00:00,0:00:26,0:38:33,0:38:36
Rogoff & Dayton ,Unit 55,FREV,26,0,2316,2319,0:00:26,0:00:00,0:38:36,0:38:39
Rogoff & Dayton ,Unit 56,STILL,0,0,2319,2340,0:00:00,0:00:00,0:38:39,0:39:00
Rogoff & Dayton ,Unit 57,FFW,0,116,2340,2364,0:00:00,0:01:56,0:39:00,0:39:24
Rogoff & Dayton ,Unit 58,STILL,116,116,2364,2379,0:01:56,0:01:56,0:39:24,0:39:39
Rogoff & Dayton ,Unit 59,FREV,116,85,2379,2391,0:01:56,0:01:25,0:39:39,0:39:51
Rogoff & Dayton ,Unit 60,FREV,85,28,2391,2405,0:01:25,0:00:28,0:39:51,0:40:05
Rogoff & Dayton ,Unit 61,FREV,28,0,2405,2413,0:00:28,0:00:00,0:40:05,0:40:13
Rogoff & Dayton ,Unit 62,FFW,0,55,2413,2425,0:00:00,0:00:55,0:40:13,0:40:25
Rogoff & Dayton ,Unit 63,STILL,55,55,2425,2429,0:00:55,0:00:55,0:40:25,0:40:29
Rogoff & Dayton ,Unit 64,FFW,55,119,2429,2441,0:00:55,0:01:59,0:40:29,0:40:41
